"Ev_MeV","1-3 eV","3-5 eV","5-7 eV","7-9 eV","9-11 eV","11-13 eV","13-15 eV","15-17 eV","17-19 eV","19-21 eV","21-23 eV","23-25 eV","25-27 eV","27-29 eV","29-31 eV","31-33 eV","33-35 eV","35-37 eV","37-39 eV","39-41 eV","41-43 eV","43-45 eV","45-47 eV","47-49 eV","49-51 eV","51-56 eV","56-61 eV","61-66 eV","66-71 eV","71-81 eV","81-120 eV"
0.32670335167583786,2.3360327339127212e-17,6.692250483560191e-18,-6.75550421027397e-36,-3.0798140353418283e-35,1.096225637559679e-34,-7.882442340254962e-35,0,7.234444216168218e-35,-8.021260854079817e-34,7.297816432462995e-34,0,0,0,0,0,-4.5366684636360327e-35,-2.560255567061794e-33,1.6944551067990548e-33,9.111671448990997e-34,0,0,0,0,0,0,0,0,0,1.8448077026903082e-33,-1.8448077026903082e-33,0
0.33011505752876436,2.3198475498184912e-17,7.35476256490251e-18,-6.5482090564289e-36,-2.985308798663944e-35,1.0625875470317736e-34,-7.640566671653793e-35,0,7.012452610494517e-35,1.7181364405531046e-34,-2.4193817016025575e-34,0,0,0,0,0,-4.3974591081473236e-35,-2.4816931748054734e-33,1.642460122988183e-33,8.832076428987638e-34,0,0,0,0,0,0,0,0,0,-6.12550219204388e-34,6.12550219204388e-34,0
0.33352676338169085,2.3001038642249734e-17,8.047212190048983e-18,-6.349309125842392e-36,-2.894630918999947e-35,1.03031176177119e-34,-7.408486698711953e-35,0,6.799451418038823e-35,1.6659485498154605e-34,-7.717454290896213e-34,5.371560599276871e-34,0,0,0,0,-4.2638875767819963e-35,-2.406312472089331e-33,6.095777875485567e-34,1.839373560308594e-33,0,0,0,0,0,0,0,0,0,6.937211090158617e-35,-6.937211090158617e-35,0
0.3369384692346173,2.27683317637264e-17,8.769567317479318e-18,-6.158383688888505e-36,-2.807588586979773e-35,9.993300093606402e-35,-7.185711506626629e-35,0,6.594990081016813e-35,1.6158530278441608e-34,-7.48538836002763e-34,5.2100363240817876e-34,0,0,0,0,-4.13567132796117e-35,-2.3339540074004206e-33,5.026032569238453e-34,1.872707463756187e-33,0,0,0,0,0,0,0,0,0,1.8182698006233613e-33,-1.8182698006233613e-33,0
0.3403501750875437,2.2500636137614637e-17,9.52181278904421e-18,-5.97503706646243e-36,-2.7240014136905354e-35,9.695780823678677e-35,-6.971779409988141e-35,0,6.398644868153639e-35,1.5677460553074032e-34,-7.262534321908055e-34,5.054923779785287e-34,0,0,0,0,-4.012544642819066e-35,-2.264467823074691e-33,4.876398161522678e-34,1.8169534533506146e-33,0,0,0,0,0,0,0,0,0,1.6025986974732475e-33,-1.6025986974732475e-33,0
0.3437618809404702,2.2198201514052252e-17,1.0303949356851679e-17,-5.798896906994328e-36,-2.6436996451723263e-35,9.409955587541414e-35,-6.766255942369088e-35,0,6.210017029544494e-35,1.5215299336138141e-34,-1.4696080280602387e-34,-6.729236085080255e-35,0,0,0,0,-3.8942574681292067e-35,-2.1977128023057722e-33,4.500916939073953e-34,1.7865636830796693e-33,0,0,0,0,0,0,0,0,0,-4.55052109657228e-34,4.55052109657228e-34,0
0.34717358679339666,2.1861248070045068e-17,1.1115992875416054e-17,-5.629612597580716e-36,-2.566523438057795e-35,9.135255440461998e-35,-6.568732002404203e-35,0,6.028731095141136e-35,1.4771126680208901e-34,3.9427455356259705e-34,-6.022731313160975e-34,0,0,0,0,-3.7805743492974307e-35,-2.133556066982705e-33,-6.36938014440935e-34,2.8082998249166144e-33,0,0,0,0,0,0,0,0,0,-4.417680000470679e-34,4.417680000470679e-34,0
0.35058529264632315,2.1489970075475954e-17,1.1957970797900139e-17,-5.466853797601939e-36,-2.492322191052769e-35,8.871144333841953e-35,-6.378822142789184e-35,0,5.854433304408328e-35,1.4344075828816667e-34,3.8287560699430325e-34,-5.848606983265532e-34,0,0,0,0,-3.671273445610625e-35,-2.0718724219484493e-33,4.911311232180163e-34,1.6174540331865395e-33,0,0,0,0,0,0,0,0,0,1.8087500065085588e-33,-1.8087500065085588e-33,0
0.3539969984992496,2.1084535888611155e-17,1.2829924044483611e-17,-5.310309084304635e-36,-2.4209539274613756e-35,8.617116917383612e-35,-6.196162989922236e-35,0,5.686790155883154e-35,1.3933329662690568e-34,4.154244592094455e-34,-6.116256573951828e-34,0,0,0,0,-3.566145620675701e-35,-2.012543841691779e-33,4.770674617919008e-34,1.571137836106635e-33,0,0,0,0,0,0,0,0,0,-1.1377987896104602e-34,1.1377987896104602e-34,0
0.3574087043521761,2.0645088238184342e-17,1.3731908121880847e-17,-5.159684700822469e-36,-2.3522847244124637e-35,8.37269650748489e-35,-6.020411783072426e-35,0,5.525487066435111e-35,1.3538117414782147e-34,1.2310760562615363e-33,-1.4217121010737088e-33,0,0,0,0,-3.4649936016511364e-35,-1.9554589958620658e-33,-1.476274114310643e-34,2.1377363433096417e-33,0,0,0,0,0,0,0,0,0,5.260959736353837e-33,-5.260959736353837e-33,0
